VALID,TURB,LAT,LON,color
202410202350,LGT-MOD CHOP,38.45,-107.04,g
202410202350,CONS LGT CHOP,28.9849,-85.6478,g
202410202351,MOD,37.9275,-100.7244,y
202410202352,NEG,59.04,-158.5,b
202410202352,NEG,59.04,-158.5,b
202410202354,OCNL LGT CHOP,44.3827,-100.286,g
202410202354,LGT-MOD,39.6738,-105.8086,g
202410202357,LGT-MOD,39.9088,-105.1172,g
202410202357,CONS LGT CHOP,36.75,-108.1,g
202410202357,CONS LGT OCNL MOD,34.9465,-94.6213,g
202410202358,LGT CHOP,22.7854,-72.2027,g
202410202359,LGT CHOP,30.3361,-81.5147,g
202410210000,MOD 090-140,50.7603,-114.5835,y
202410210000,MOD,48.0636,-122.3666,y
202410210000,NEGATIVE,28.5148,-80.9889,b
202410210001,MTN WAVE +,36.1686,-105.3465,k
202410210001,NEG,36.8537,-111.9617,b
202410210002,CONS LGT CHOP,39.1342,-108.54,g
202410210003,MOD,38.9068,-106.7803,y
202410210004,LGT,39.11,-92.13,g
202410210004,LT TURB,25.719,-80.603,k
202410210006,LGT CHOP,36.29,-95.48,g
202410210009,SMOOTH,26.0938,-80.4029,k
202410210009,CONS LGT CHOP,39.8,-98.22,g
202410210010,CONS LGT CHOP,31.5187,-83.4316,g
202410210012,CONS MOD,54.7775,175.3521,y
202410210014,MOD,40.8096,-105.9729,y
202410210015,MOD 130-170,53.3097,-113.5797,y
202410210021,OCNL LGT CHOP,42.3917,-96.3795,g
202410210021,LGT CHOP,21.6358,-70.8856,g
202410210021,NEG,24.2623,-74.4123,b
202410210023,MOD,24.2172,-72.9661,y
202410210023,NEG,28.8673,-82.5713,b
202410210023,NEG,29.6917,-82.276,b
202410210024,LGT CONS MOD CHOP,35.7154,-96.0485,g
202410210024,LGT CHOP,27.8334,-78.78,g
202410210029,OCNL LGT CHOP,34.42,-82.78,g
202410210029,CONS LGT OCNL MOD CHOP,42.01,-94.34,g
202410210029,CONS LGT CHOP,40.45,-100.92,g
202410210030,MOD CHOP,32.27,-107.683,y
202410210032,CONS LGT CHOP,39.8328,-104.6575,g
202410210032,CONS LGT CHOP,39.3756,-99.8297,g
202410210032,CONS LGT CHOP,39.3672,-101.6933,g
202410210033,CONS LGT CHOP,38.3816,-106.8,g
202410210033,INTMT LGT CHOP,36.6582,-111.0491,g
202410210034,CONS LGT CHOP,32.9701,-77.8725,g
202410210039,LGT CHOP,60.77,-161.83,g
202410210040,SEV 110-140,50.7603,-114.5835,r
202410210041,CONS LGT CHOP OCNL MOD CHOP 330-340,43.1451,-75.0412,g
202410210041,LGT CONS 360,41.36,-82.16,g
202410210049,CONS LGT CHOP 230-330,45.396,-121.8087,g
202410210050,OCNL LGT CHOP,43.5769,-98.019,g
202410210050,MOD,44.7445,-92.8049,y
202410210057,MOD,37.6001,-106.7409,y
202410210057,MOD,37.6001,-106.7409,y
202410210059,CONS MOD CHOP,34.7439,-88.0053,y
202410210059,OCNL LGT CHOP,42.1873,-103.4425,g
202410210100,OCNL LGT CHOP,43.5632,-103.8567,g
202410210100,OCNL LGT CHOP,41.1014,-102.6529,g
202410210101,CONS MOD 260-290,38.5933,-103.63,y
202410210101,CONS MOD 260-290,38.5933,-103.63,y
202410210102,LGT CONS CHOP,37.5053,-96.3934,g
202410210103,CONS LGT OCNL MOD CHOP,36.7253,-89.5708,g
202410210103,LGT CHOP BLO 380,38.2931,-107.3661,g
202410210105,CONS LGT,40.8312,-96.7633,g
202410210107,INTMT MOD,39.2267,-103.63,y
202410210107,INTMT MOD,39.2267,-103.63,y
202410210108,LGT CHOP,45.35,-122.98,g
202410210110,OCNL MOD,42.0382,-103.5568,y
202410210110,MOD 100-080 LGT CHOP BLO,44.3571,-121.4783,g
202410210110,MOD,47.2855,-120.9794,y
202410210110,LGT CHOP,31.03,-83.784,g
202410210112,SEV,47.211,-121.3648,r
202410210113,CONS LGT OCNL MOD CHOP,44.47,-73.15,g
202410210114,LGT CHOP,44.2035,-72.5623,g
202410210115,LGT CHOP,38.2546,-108.4993,g
202410210115,NEG,34.0375,-80.9535,b
202410210116,MOD CHOP,39.7119,-107.0642,y
202410210116,MOD CHOP,39.7119,-107.0642,y
202410210120,CONS LGT CHOP,43.2388,-123.3559,g
202410210124,SMOOTH,28.7797,-81.2436,k
202410210127,LGT CHOP,29.3006,-81.1136,g
202410210129,LGT-MOD CHOP,39.5447,-103.2943,g
202410210130,MOD,39.2886,-105.3913,y
202410210132,LGT-MOD,62.8193,-163.5277,g
202410210135,LGT CHOP,40.2943,-82.481,g
202410210135,CONS LGT CHOP,44.5469,-95.082,g
202410210137,LGT-MOD CHOP 330,40.02,-84.4,g
202410210137,OCNL MOD,28.0237,-86.5338,y
202410210149,NEG,38.8422,-99.2732,b
202410210149,LGT,47.907,-122.2816,g
202410210152,MOD CHOP,36.9233,-106.052,y
202410210153,CONS LGT CAT,36.0226,-102.5473,g
202410210157,OCNL LGT CHOP-MOD,39.8146,-108.2,g
202410210157,CONS MOD,64.51,-165.44,y
202410210157,CONS MOD,64.51,-165.44,y
202410210159,NEG,43.5769,-96.7536,b
202410210200,SMOOTH,29.4657,-81.2087,k
202410210200,MOD,35.0419,-106.3101,y
202410210200,NEG,38.0809,-110.6143,b
202410210200,OCNL LGT CHOP,36.9962,-108.1542,g
202410210202,OCNL LGT CHOP,38.45,-107.04,g
202410210202,LGT 120-200,42.9167,-97.3859,g
202410210203,NEG,34.7611,-80.4267,b
202410210204,MOD,39.3614,-105.2714,y
202410210204,CONS LGT OCNL MOD CHOP 360-370,33.1853,-88.1667,g
202410210205,OCNL LGT CHOP,43.9028,-103.6021,g
202410210205,CONS LGT-MOD CHOP,41.1014,-102.9847,g
202410210205,CONS LGT-MOD CHOP,41.1014,-102.9847,g
202410210206,OCNL LGT-MOD CHOP,41.874,-103.5956,g
202410210206,OCNL LGT CHOP,41.2264,-102.6974,g
202410210206,LGT MOD 400-410,69.6183,-154.3457,g
202410210207,MOD BLO 030,47.907,-122.2816,y
202410210215,MOD,39.5971,-104.9645,y
202410210215,CONT MOD 075-050,47.8676,-122.0868,y
202410210216,MOD CAT,39.6447,-106.0469,y
202410210217,NEG,37.3314,-96.5428,b
202410210221,OCNL LGT CHOP,39.0025,-90.3734,g
202410210223,MOD,32.6365,-108.1564,y
202410210224,MOD CHOP,42.5848,-105.8806,y
202410210224,MOD CHOP,42.5848,-105.8806,y
202410210225,NEG,37.2397,-93.3897,b
202410210226,CONS LGT-MOD CHOP,41.0181,-107.3673,g
202410210235,MOD,44.8074,-68.8281,y
202410210235,LGT-MOD CHOP,34.2699,-109.0545,g
202410210237,NEG,32.2894,-106.922,b
202410210239,NEG,32.6365,-108.1564,b
202410210240,NEG BLO 150,41.1555,-95.849,b
202410210242,NEG,29.4921,-82.8691,b
202410210246,CONS LGT CHOP,44.2035,-72.5623,g
202410210250,NEG,64.7872,-147.8761,b
202410210250,NEG,64.7872,-147.8761,b
202410210250,LGT CHOP 010,60.77,-161.83,g
202410210252,LGT CHOP,42.54,-72.01,g
202410210253,NEG,38.94,-104.63,b
202410210258,MOD,13.4839,144.7972,y
202410210301,LGT-MOD,58.17,-134.4599,g
202410210304,LGT,41.0374,-107.4925,g
202410210306,OCNL LGT CHOP,36.12,-111.27,g
202410210308,MOD,39.7188,-105.0654,y
202410210310,CONS LGT-OCNL MOD 340-270,41.0533,-103.79,g
202410210310,NEG,46.93,-98.68,b
202410210312,NEG,36.9962,-108.0458,b
202410210312,NEG,38.424,-106.8514,b
202410210319,OCNL MOD CHOP,39.6048,-103.8416,y
202410210325,LGT MOD CHOP,33.1064,-89.8562,g
202410210326,CONS MOD CHOP,41.2475,-103.9019,y
202410210332,OCNL LGT CHOP,30.75,-82.55,g
202410210336,OCNL LGT CHOP,42.1988,-103.4949,g
202410210336,MOD CHOP,26.5381,-83.2472,y
202410210337,OCNL LGT CHOP,44.3489,-104.7236,g
202410210341,OCNL LGT CHOP,41.1014,-102.4317,g
202410210348,OCNL LGT CHOP,27.8198,-84.3177,g
202410210406,LGT CHOP,30.3935,-84.3513,g
202410210407,MOD INT,40.8514,-103.5594,y
202410210407,NEG,64.7567,-147.9869,b
202410210407,NEG,64.7567,-147.9869,b
202410210407,CONS LGT CHOP,30.3361,-81.5147,g
202410210416,MOD,48.666,171.8,y
202410210422,NEG,32.1287,-78.5943,b
202410210425,MOD CHOP 340-330 LGT CHOP BLO 330,48.648,-120.8639,g
202410210434,LGT CHOP,46.8673,-121.8215,g
202410210440,MOD,40.6453,-105.675,y
202410210441,LIGHT CHOP,13.7105,143.211,k
202410210443,MOD,39.3672,-101.6933,y
202410210444,MOD,39.8328,-104.6575,y
202410210502,MOD,39.0778,-103.2203,y
202410210517,LGT CHOP,38.1424,-103.2093,g
202410210521,CONS MOD CHOP,39.06,-103.0743,y
202410210529,CONS LGT-OCNL MOD,39.0828,-105.8214,g
202410210540,MOD,39.4497,-105.0761,y
202410210544,MOD,46.689,-68.0448,y
202410210546,LGT-MOD 110-015,49.9535,-119.3748,g
202410210550,LGT TO MOD,65.9426,-165.3238,g
202410210558,MOD,40.1245,-105.3154,y
202410210606,LGT CHOP,38.29,-105.6663,g
202410210613,LGT CHOP,38.735,-106.04,g
202410210614,MOD CHOP,38.5569,-105.0432,y
202410210625,CONT LGT CHOP,57.1586,-137.455,g
202410210630,MOD CHOP,45.6447,-123.3993,y
202410210631,INTMT MOD CHOP,38.1453,-105.544,y
202410210631,LGT CHOP,31.0186,-83.0962,g
202410210637,LGT-MOD CHOP,38.29,-105.8787,g
202410210637,LGT,40.6683,-103.3165,g
202410210640,NEG,30.5357,-82.1679,b
202410210641,MOD CHOP,38.1861,-105.7791,y
202410210642,NEG,31.4844,-79.9422,b
202410210647,MOD,38.2682,-104.8157,y
202410210649,NEG,32.0772,-78.8658,b
202410210650,NEG,34.1854,-79.8851,b
202410210657,LGT-MOD,38.8851,-102.4365,g
202410210704,NEG,31.5361,-83.2888,b
202410210726,CONS LGT-OCNL MOD 300-380,39.8328,-104.6575,g
202410210726,OCNL MOD CHOP,40.9675,-98.3096,y
202410210747,MOD,31.95,-106.27,y
202410210802,NEG,30.31,-84.37,b
202410210807,LGT CHOP,37.0724,-85.2781,g
202410210811,CONS LGT CHOP,46.4967,-97.5589,g
202410210814,MOD,41.374,-103.5956,y
202410210814,MOD,41.374,-103.5956,y
202410210816,CONS MOD,41.2073,-103.5956,y
202410210838,CONS LGT-MOD,38.0163,-105.4415,g
202410210842,NEG BLO 200,41.448,-97.3426,b
202410210848,INT LGT CHOP,59.182,-142.8838,g
202410210900,CONS LGT CHOP,35.6188,-86.6892,g
202410210910,NEG,28.1192,-87.1439,b
202410210919,NEG,52.71,174.11,b
202410210920,NEG,52.7141,174.1169,b
202410210921,NEG,52.7141,174.1169,b
202410210923,CONS LGT-MOD,50.6157,173.4381,g
202410210923,NEG,70.3693,-160.1416,b
202410210923,CONS LGT-MOD,52.71,174.11,g
202410210926,CONS LGT,51.7614,161.3578,g
202410210935,MOD CHOP,37.2112,-88.1492,y
202410210942,CONS LGT CHOP,32.0814,-82.8317,g
202410210948,MOD CHOP,37.1055,-105.1342,y
202410210957,LGT CAT 260-320,41.7367,-72.6494,g
202410211000,NEG,27.1876,-80.5881,b
202410211000,CONS LGT CHOP,38.3111,-82.8204,g
202410211002,NEG,27.68,-80.8664,b
202410211003,MOD,36.7082,-87.4187,y
202410211007,NEG,32.0779,-79.8681,b
202410211010,CONS LGT CHOP,40.8478,-74.3197,g
202410211010,NEG,35.9947,-107.6604,b
202410211010,CONS LGT CHOP,40.3167,-99.1023,g
202410211011,LIGHT,29.3006,-81.1136,k
202410211014,OCNL LGT CHOP,29.6355,-83.1047,g
202410211015,CONS LGT CHOP,28.6677,-82.6812,g
202410211015,MOD CHOP,31.9672,-91.7125,y
202410211018,LGT,37.63,-85.68,g
202410211023,CONS LGT CHOP,44.3853,-74.2062,g
202410211024,NEG,33.6929,-79.6189,b
202410211028,OCNL LGT CHOP,28.7628,-81.309,g
202410211028,LGT-MOD 410,42.08,-80.18,g
202410211029,LGT CHOP,27.2693,-80.6453,g
202410211033,NEG,33.5313,-77.7424,b
202410211033,NEG,31.1522,-81.3908,b
202410211035,CONS LGT,42.4697,-98.6881,g
202410211049,NEG,28.2642,-86.1856,b
202410211059,NEG,28.9307,-82.8096,b
202410211102,NEG 000-125,36.6541,-83.2178,b
202410211102,CONS LGT CHOP,41.38,-98.35,g
202410211104,OCNL LGT-MOD CHOP,37.1219,-87.415,g
202410211104,CONS LGT OCNL MOD CHOP 360,25.1333,-80.9167,g
202410211105,LGT CHOP,21.9726,-71.0227,g
202410211107,OCNL LGT CHOP065,64.6921,-147.5731,g
202410211107,OCNL LGT CHOP 065,64.6921,-147.5731,g
202410211108,NEG,27.7002,-81.8298,b
202410211110,OCNL MOD,42.3811,-122.8722,y
202410211113,NEG,31.9206,-78.9348,b
202410211116,LGT CHOP,22.5201,-72.26,g
202410211118,OCNL LGT CHOP,43.1544,-93.3261,g
202410211123,NEG,27.9361,-80.6453,b
202410211127,LGT CHOP,23.4368,-72.26,g
202410211132,INTMT LGT CHOP,40.15,-82.59,g
202410211134,NEG BLO 240,34.7,-83.3,b
202410211134,CONS LGT CHOP,37.0824,-86.2722,g
202410211135,NEG,26.5849,-81.8615,b
202410211136,OCNL LGT CHOP,40.7729,-91.1255,g
202410211137,CONS LGT CHOP,42.47,-86.11,g
202410211138,NEG,34.6145,-83.5858,b
202410211139,CONS LGT CHOP 320,32.539,-84.8687,g
202410211141,NEG,27.9224,-85.8867,b
202410211142,LGT CHOP,30.6897,-81.105,g
202410211143,NEG,33.0089,-85.0726,b
202410211143,NEG,21.7989,-72.4368,b
202410211144,CONS LGT CHOP OCNL MOD CHOP,31.4575,-103.7046,g
202410211145,CONS LGT CHOP,36.6686,-87.4962,g
202410211145,LGT CHOP BLO 260,39.5755,-105.3151,g
202410211145,LGT CHOP BLO 260,39.5755,-105.3151,g
202410211148,CONS LGT CHOP,43.12,-88.28,g
202410211148,LGT CHOP,41.0553,-98.9304,g
202410211152,CONS MOD,33.3849,-82.7181,y
202410211152,LGT CHOP,33.67,-86.9,g
202410211153,OCNL LGT CHOP,36.9645,-85.7938,g
202410211154,NEG,33.9148,-85.6932,b
202410211154,LGT CHOP,34.8,-86.63,g
202410211154,CONS LGT CHOP,29.9593,-80.5702,g
202410211155,MOD,39.6661,-104.6575,y
202410211155,LGT CHOP,40.5972,-106.483,g
202410211156,CONS LGT CHOP,30.3361,-81.5147,g
202410211158,NEG,41.874,-103.5956,b
202410211158,NEG,39.8328,-104.6575,b
202410211158,LGT-MOD CHOP,37.8599,-83.4753,g
202410211159,MDT,39.565,-105.0732,k
202410211200,CONS LGT CHOP,37.39,-83.26,g
202410211200,NEG,39.63,-106.99,b
202410211200,LGT CHOP 260-280,44.0772,-91.7083,g
202410211201,MOD CHOP,42.4984,-106.856,y
202410211201,MOD CHOP,42.4984,-106.856,y
202410211202,NEG,40.8312,-96.7633,b
202410211203,MDT,40.1542,-104.1587,k
202410211204,MOD CHOP,39.7,-103.21,y
202410211204,MOD CHOP,35.2207,-84.0991,y
202410211206,NEG,36.1189,-86.6892,b
202410211207,CONS LGT CHOP,42.491,-76.4584,g
202410211208,OCNL MOD CHOP,35.9,-83.89,y
202410211210,NEG,30.1234,-86.6548,b
202410211212,NEG,46.9951,-117.1897,b
202410211212,INTMT LGT CHOP,22.8977,-72.702,g
202410211212,OCNL MOD 200-240,30.1255,-93.6131,y
202410211212,MOD 180-225,43.2631,-123.2965,y
202410211212,LGT CHOP,31.3153,-78.5304,g
202410211213,OCNL LGT CHOP,25.6428,-76.6047,g
202410211217,LGT CHOP,30.3361,-81.5147,g
202410211217,NEG,42.4697,-98.6881,b
202410211217,INTMT LGT CHOP,42.3917,-96.3795,g
202410211219,CONS LGT,37.93,-87.76,g
202410211220,CONS LGT,33.2589,-84.5562,g
202410211220,LGT CHOP,38.1233,-104.8662,g
202410211220,LGT CONS CHOP 300,43.3412,-73.6103,g
202410211222,LGT CHOP,40.778,-106.0501,g
202410211223,OCNL LGT CHOP,42.3984,-90.7091,g
202410211223,NEG,36.9267,-88.6592,b
202410211224,NEG,45.45,-98.42,b
202410211225,CONS LGT CHOP 360-380,40.8312,-96.7633,g
202410211226,OCNL LGT CHOP DURC,37.7631,-99.9654,g
202410211226,CONS LGT CHOP,36.4002,-100.7437,g
202410211226,NEG,40.3013,-96.7541,b
202410211227,CONS LGT CHOP,37.93,-87.2317,g
202410211227,OCNL LGT CHOP,36.3567,-81.9506,g
202410211227,LGT CHOP,21.3253,-70.9445,g
202410211228,NEG,26.6847,-79.8196,b
202410211228,OCNL LGT CHOP,42.22,-87.95,g
202410211229,LGT MOD CHOP,36.9014,-84.693,g
202410211230,MOD,42.5126,-105.8235,y
202410211230,CONS LGT CHOP,40.79,-104.1265,g
202410211233,SMOOTH,39.8328,-104.6575,k
202410211233,MOD CHOP,30.3361,-81.5147,y
202410211237,CONS LGT OCNL MOD CHOP 240-340,45.4935,-121.5799,g
202410211238,CONS LGT CHOP,42.2132,-89.8587,g
202410211238,LGT CONS CHOP,43.3412,-73.6103,g
202410211239,NEG,40.31,-81.85,b
202410211239,MOD,39.1256,-103.7366,y
202410211239,MOD 230-270,38.997,-104.4286,y
202410211239,MOD 230-270,38.997,-104.4286,y
202410211240,NEG,26.6847,-80.0994,b
202410211240,LGT OCNL MOD CHOP,40.9675,-106.2276,g
202410211240,LGT-MOD,40.8754,-105.8711,g
202410211241,MOD 260-230,38.9227,-103.6688,y
202410211241,MOD 260-230,38.9227,-103.6688,y
202410211242,LGT OCNL CHOP,35.78,-84.98,g
202410211242,NEG,30.0435,-84.3513,b
202410211243,CONS LGT MOD 180-320,43.8113,-123.0531,g
202410211245,MOD 100-110,39.3229,-119.7152,y
202410211245,NEG,39.3934,-109.5336,b
202410211245,NEG,39.3934,-109.5336,b
202410211246,CONS LGT CHOP,36.7253,-92.511,g
202410211247,CONS MOD CHOP,42.1364,-98.6881,y
202410211249,NEG,26.5849,-81.8615,b
202410211249,NEG,21.9147,-73.1438,b
202410211250,CONS LGT CHOP,34.1752,-86.5495,g
202410211251,OCNL LGT CHOP,42.3917,-96.3795,g
202410211252,NEG,42.4697,-98.6881,b
202410211252,MOD 300-325,42.176,-105.1092,y
202410211252,MOD,42.3724,-121.0105,y
202410211257,CONS MTN WAVE +,33.1807,-107.9764,k
202410211258,LGT,44.4496,-68.3613,g
202410211258,OCNL LGT CHOP 330,37.1413,-86.6409,g
202410211258,LGT CHOP,21.77,-72.26,g
202410211259,CONS LGT OCNL MOD 230-340,45.938,-120.2028,g
202410211300,MOD,39.8473,-104.5506,y
202410211301,CONS LGT OCNL MOD CHOP,44.3827,-100.286,g
202410211302,NEG,27.91,-84.385,b
202410211302,OCNL LGT-MOD CHOP,21.5039,-69.9263,g
202410211302,CONS LGT CHOP OCNL MOD CHOP,40.5283,-96.1342,g
202410211303,CONS LGT CHOP,46.5196,-98.786,g
202410211303,CONS LGT CHOP,39.8936,-99.0068,g
202410211304,OCNL LGT CHOP,42.3917,-96.3795,g
202410211304,OCNL LGT BLO 260,39.5689,-109.1995,g
202410211304,OCNL LGT BLO 260,39.5689,-109.1995,g
202410211307,CONS LGT CHOP,46.7973,-102.8019,g
202410211307,CONS LGT,43.1544,-93.3261,g
202410211308,SMOOTH,28.29,-81.5346,k
202410211308,OCNL MOD CHOP 270-320 RIDE BETTER ABV 320,38.8693,-104.8081,y
202410211309,NEG,38.82,-81.34,b
202410211311,NEG,46.7973,-102.8019,b
202410211312,CONS LGT CHOP,36.4972,-92.8624,g
202410211312,LGT-MOD BLO130,39.3229,-119.7152,g
202410211313,CONS LGT CHOP,37.6315,-83.1786,g
202410211315,MOD,43.1274,-99.722,y
202410211315,MOD,43.1274,-99.722,y
202410211316,CONS LGT CHOP,37.776,-106.1699,g
202410211316,CONS LGT CHOP,37.776,-106.1699,g
202410211317,LGT TO MOD 027,32.4106,-99.6821,g
202410211317,NEG,39.8328,-104.6575,b
202410211318,CONS LGT CHOP,37.7616,-84.0122,g
202410211320,LGT CHOP,42.7049,-85.9941,g
202410211320,LGT OCNL MOD CHOP,24.3985,-70.9402,g
202410211321,MOD CHOP 200-160,39.3614,-105.2714,y
202410211321,NEG,40.9733,-99.0641,b
202410211321,NEG,23.2279,-73.1664,b
202410211322,MOD 200-130,40.1275,-104.2738,y
202410211322,CONS LGT-MOD CHOP,33.6446,-93.0962,g
202410211324,NEG,33.4879,-79.2041,b
202410211325,NEG,32.5644,-82.9853,b
202410211328,NEG,37.1672,-109.8997,b
202410211328,NEG,39.0928,-106.0618,b
202410211329,OCNL LGT CHOP,41.874,-103.5956,g
202410211329,OCNL LGT CHOP,42.7311,-102.2238,g
202410211329,CONS LGT,37.6362,-83.3146,g
202410211329,INTMT LGT CHOP,21.6253,-71.3762,g
202410211330,CONS LGT OCNL MOD,34.4849,-82.2635,g
202410211331,CONS LGT OCNL MOD CHOP,33.3577,-109.2566,g
202410211331,CONS LGT OCNL MOD,40.5546,-103.8194,g
202410211332,OCNL LGT CHOP 340,36.1189,-86.0702,g
202410211332,OCNL MOD 360-370,37.0019,-87.4962,y
202410211332,OCNL LGT CHOP,42.4697,-98.6881,g
202410211332,CONS LGT ABV 260 NEG BLO 260,40.6077,-103.2333,g
202410211332,NEG,43.1711,-86.2367,b
202410211334,INTMT LGT CHOP,44.0453,-103.0574,g
202410211335,LGT-MOD CHOP 140,38.554,-100.4353,g
202410211337,LGT CHOP,35.9343,-82.9473,g
202410211337,LGT CHOP,36.414,-100.75,g
202410211337,MOD,47.524,-120.5269,y
202410211338,CONS LGT,32.6021,-109.2944,g
202410211339,NEG,30.78,-86.52,b
202410211339,MOD,42.9338,-120.9769,y
202410211340,LGT CHOP 170,25.788,-80.3169,g
202410211340,NEG,38.4238,-105.6427,b
202410211341,NEGATIVE,41.97,-87.9,b
202410211341,LGT CHOP,27.0557,-83.9163,g
202410211341,LGT MOD 290-310,44.421,-121.956,g
202410211342,MOD,41.1457,-75.4538,y
202410211343,NEG,60.8534,-151.24,b
202410211343,NEG,58.6834,-139.6881,b
202410211343,NEG,60.8534,-151.24,b
202410211343,MOD,44.4971,-123.2895,y
202410211344,LGT-MOD,24.333,-76.6033,g
202410211345,NEG,39.7495,-104.6575,b
202410211345,NEG,34.3854,-101.3221,b
202410211345,MOD CHOP,52.71,174.11,y
202410211345,MOD 200-180,44.6328,-122.7372,y
202410211346,NEG,32.1203,-110.938,b
202410211346,CONS LGT,36.5903,-87.2728,g
202410211348,CONS LGT CHOP,28.6339,-78.3596,g
202410211349,MOD CHOP,20.4578,-70.6345,y
202410211351,CONS LGT CHOP,38.92,-88.48,g
202410211351,NEG,46.689,-68.6523,b
202410211352,INTMT LGT CHOP,41.9364,-98.7007,g
202410211354,OCNL LGT CHOP,34.96,-85.15,g
202410211354,LGT CHOP,37.5801,-107.113,g
202410211354,INTMT LGT CHOP,44.7969,-95.082,g
202410211355,NEG,25.3473,-75.2766,b
202410211355,CONS LGT CHOP,34.96,-85.15,g
202410211355,NEG,45.7805,-96.5435,b
202410211355,NEG,39.2232,-106.8689,b
202410211356,LGT CHOP,56.2419,-139.0296,g
202410211357,OCNL LGT CHOP,42.7413,-106.4644,g
202410211358,LGT-MOD BLO 041,33.6694,-101.7833,g
202410211358,LGT CHOP,45.848,-119.119,g
202410211400,NEG,32.9366,-77.9,b
202410211400,CONS LGT-MOD CHOP,34.3012,-93.3107,g
202410211402,MOD 240-160,44.5798,-122.6931,y
202410211402,NEG,33.6301,-84.4418,b
202410211403,NEG,44.8261,-93.4607,b
202410211404,LGT CHOP,33.5398,-86.0124,g
202410211405,LT CHOP,39.8328,-104.9831,k
202410211405,NEG,34.7439,-88.411,b
202410211406,LGT CHOP,33.9904,-90.9157,g
202410211406,LGT CHOP,37.087,-84.7038,g
202410211407,LGT CHOP,35.2153,-88.1734,g
202410211408,OCNL MOD CHOP,37.0616,-103.1465,y
202410211409,NEG,33.67,-86.9,b
202410211410,CONS LGT CAT,32.4573,-102.1802,g
202410211412,LGT,25.4379,-79.4803,g
202410211412,MOD,33.6962,-112.2104,y
202410211415,LGT CAT,35.7324,-101.8063,g
202410211415,NEG TURB,39.3565,-106.8689,b
202410211415,CONS LGT OCNL MOD CHOP,34.8365,-94.3674,g
202410211417,MTN WAVE +,35.0419,-106.0048,k
202410211417,LGT CHOP OCNL LGT TURB,28.3528,-80.1543,g
202410211418,CONS LGT CHOP OCNL MOD CHOP,44.004,-101.4119,g
202410211418,MOD 240-200,46.6515,-120.754,y
202410211419,NEG,41.6394,-91.5445,b
202410211419,NEG,58.4076,-135.0204,b
202410211419,NEG,58.4076,-135.0204,b
202410211420,OCNL LGT,41.5814,-90.0596,g
202410211420,MOD CHOP,30.8633,-93.1106,y
202410211420,SMOOTH,36.1247,-91.3378,k
202410211421,INTMT LGT,41.32,-90.64,g
202410211422,WAVE ACTION +,36.2497,-91.1932,k
202410211425,INTMT LGT-MOD CHOP,33.8328,-82.5348,g
202410211425,NEG,27.6625,-80.5392,b
202410211426,MOD CHOP,35.66,-105.14,y
202410211426,CONS LGT CHOP 280-320,25.2001,-81.5698,g
202410211427,MOD,35.0917,-105.1752,y
202410211428,OCNL MOD CHOP,31.5248,-103.5161,y
202410211428,OCNL-CONS LGT,42.5087,-88.1751,g
202410211428,MOD,42.4023,-122.0132,y
202410211429,NEG,42.4697,-98.0102,b
202410211430,SMOOTHE,35.8832,-86.3974,k
202410211430,MOD CHOP,38.8422,-99.2732,y
202410211430,MDT,40.5989,-105.4946,k
202410211432,LT CHOP,39.8328,-104.6575,k
202410211432,NEG,27.3336,-80.2641,b
202410211435,CONS MOD,41.1014,-101.547,y
202410211436,LGT CHOP,33.71,-82.16,g
202410211436,CONS LGT CHOP,35.998,-89.2006,g
202410211436,MOD,34.5,-103.649,y
202410211438,MOD 230-260,40.7506,-105.8743,y
202410211438,MOD CHOP,31.3347,-92.5586,y
202410211438,MOD 210-240,47.5894,-121.1008,y
202410211438,LGT,42.7526,-96.0974,g
202410211440,CONS MOD,35.2884,-105.9697,y
202410211440,MOD CHOP,24.2322,-71.7925,y
202410211441,CONS LGT-MOD CHOP,34.7273,-91.7287,g
202410211442,OCNL MOD CHOP,42.1431,-107.1491,y
202410211444,NEG,30.78,-86.52,b
202410211444,NEG,38.9505,-101.6933,b
202410211447,LGT CHOP,37.6386,-109.1886,g
202410211447,NEG,38.5977,-107.0067,b
202410211448,NEG,38.505,-107.8975,b
202410211448,CONS LGT CHOP,23.9406,-70.2987,g
202410211448,LGT-MOD CHOP,54.4905,-138.8161,g
202410211450,LT CHOP,39.8328,-104.6575,k
202410211450,MOD 060,40.4518,-105.0113,y
202410211450,NEG,33.0089,-85.0726,b
202410211451,CONS LGT CHOP,41.38,-98.35,g
202410211451,INTMT MOD,34.0225,-107.1042,y
202410211453,NEG CHOP,36.1189,-86.8955,b
202410211453,LGT CONS,38.7525,-90.3734,g
202410211454,OCNL LGT CHOP,36.9645,-86.8369,g
202410211454,LGT OCNL MOD300-180,48.5995,-121.3285,g
202410211454,LGT CONS,38.7525,-90.3734,g
202410211455,NEG,31.618,-97.0326,b
202410211455,NEG,22.9447,-71.7996,b
202410211457,MOD,41.9468,-99.4483,y
202410211457,LGT CHOP,39.9445,-81.8921,g
202410211500,NEG,32.6365,-108.1564,b
202410211501,NEG,23.6092,-75.9155,b
202410211501,INTMT LGT CHOP,46.4894,-67.2456,g
202410211502,NEG,34.1993,-101.0557,b
202410211503,NEG,39.8328,-104.6575,b
202410211505,CONS LGT OCNL MOD CHOP,32.1755,-108.303,g
202410211505,LGT CHOP,64.3933,-147.85,g
